Item Type,title,Year,issue_date,publisher,address,volume,number,url,doi,abstract,journal,month,articleno,numpages,Keywords,Authors,isbn,booktitle,pages,location,series,issn,source,Document Title,Author Affiliations,Publication Title,Date Added To Xplore,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,Funding Information,PDF Link,IEEE Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,note
inproceedings,SiFall: Practical Online Fall Detection with RF Sensing,2023,,Association for Computing Machinery,"New York, NY, USA",,,https://doi.org/10.1145/3560905.3568517,10.1145/3560905.3568517,"Falls are one of the leading causes of death in the elderly people aged 65 and above. In order to prevent death by sending prompt fall detection alarms, non-invasive radio-frequency (RF) based fall detection has attracted significant attention, due to its wide coverage and privacy preserving nature. Existing RF-based fall detection systems process fall as an activity classification problem and assume that human falls introduce reproducible patterns to the RF signals. We, however, argue that the fall is essentially an accident, hence, its impact is uncontrollable and unforeseeable. We propose to solve the fall detection problem in a fundamentally different manner. Instead of directly identifying the human falls which are difficult to quantify, we recognize the normal repeatable human activities and then identify the fall as abnormal activities out of the normal activity distribution. We implement our idea and build a prototype based on commercial Wi-Fi. We conduct extensive experiments with 16 human subjects. The experiment results show that our system can achieve high fall detection accuracy and adapt to different environments for real-time fall detection.",,,,15.0,"['adaptive segmentation', 'device-free', 'fall detection', 'real-time system', 'self-supervised learning', 'wireless sensing']","Ji, Sijie; Xie, Yaxiong; Li, Mo",9781450398862.0,Proceedings of the 20th ACM Conference on Embedded Networked Sensor Systems,563–577,"Boston, Massachusetts",SenSys '22,,ACM,,,,,,,,,,,,,,,,,,,,,,,,,
inproceedings,Optimization and Validation of a 2D-LiDAR-Coverage Algortihm,2025,,Association for Computing Machinery,"New York, NY, USA",,,https://doi.org/10.1145/3733155.3737907,10.1145/3733155.3737907,"The strategic placement of 2D-LiDAR (Light Detection and Ranging) sensors is critical for a wide range of applications in smart indoor environments, including security, fall detection, and elderly care monitoring. This paper introduces and validates a novel 2D-LiDAR coverage algorithm designed to address significant challenges such as blind spots and shadow minimization. By extending existing grid-based methodologies, the proposed algorithm incorporates multi-directional coverage requirements to ensure that each grid cell is reliably monitored from multiple perspectives. This enhancement reduces the likelihood of undetected areas and improves the overall resilience of the system to occlusions. Furthermore, the algorithm optimizes sensor placement to minimize hardware requirements while maintaining comprehensive spatial coverage. The algorithm’s performance is rigorously evaluated through both simulated and real-world experiments. The simulations modeled a typical and simple indoor environment with one large static obstacle to validate the effectiveness of the sensor placement strategy in achieving full coverage with minimal overlap. Real-world experiments, utilizing RPLidar A1M8 sensors, confirm the simulation results and demonstrate the practical feasibility of the algorithm in detecting and tracking movement throughout the test environment, including in regions prone to occlusions. These results emphasize the algorithm’s suitability for high-reliability applications such as fall detection in elderly care settings and continuous monitoring in smart environments. This work not only validates the practical applicability of the proposed approach but also provides a foundation for its adaptation to more complex scenarios, paving the way for advancements in sensor network design and deployment in diverse real-world contexts.",,,,7.0,"['2D-LiDAR', 'Sensor Placement Optimization', 'Fall Detection', 'Indoor Monitoring', 'Shadow Minimization', 'Elderly Care Safety', 'Coverage Overlap', 'Real-world Validation', 'Smart Environment Monitoring']","D'Avis, Noel; Faquiri, Silvia",9798400714023.0,Proceedings of the 18th ACM International Conference on PErvasive Technologies Related to Assistive Environments,248–254,,PETRA '25,,ACM,,,,,,,,,,,,,,,,,,,,,,,,,
article,Toward Device-free and User-independent Fall Detection Using Floor Vibration,2023,February 2023,Association for Computing Machinery,"New York, NY, USA",19.0,1.0,https://doi.org/10.1145/3519302,10.1145/3519302,"The inevitable aging trend of the world’s population brings a lot of challenges to the health care for the elderly. For example, it is difficult to guarantee timely rescue for single-resided elders who fall at home. Under this circumstance, a reliable automatic fall detection machine is in great need for emergent rescue. However, the state-of-the-art fall detection systems are suffering from serious privacy concerns, having a high false alarm, or being cumbersome for users. In this article, we propose a device-free fall detection system, namely G-Fall, based on floor vibration collected by geophone sensors. We first decompose the falling mode and characterize it with time-dependent floor vibration features. By leveraging Hidden Markov Model (HMM), our system is able to detect the fall event precisely and achieve user-independent detection. It requires no training from the elderly but only an HMM template learned in advance through a small number of training samples. To reduce the false alarm rate, we propose a novel reconfirmation mechanism using Energy-of-Arrival (EoA) positioning to assist in detecting the human fall. Extensive experiments have been conducted on 24 human subjects. On average, G-Fall achieves a 95.74% detection precision on the anti-static floor and 97.36% on the concrete floor. Furthermore, with the assistance of EoA, the false alarm rate is reduced to nearly 0%.",ACM Trans. Sen. Netw.,February,5,20.0,"['user-independent', 'device-free', 'geophone', 'floor vibration', 'Fall detection']","Wu, Kaishun; Huang, Yandao; Qiu, Minghui; Peng, Zhenkan; Wang, Lu",,,,,,1550-4859,ACM,,,,,,,,,,,,,,,,,,,,,,,,,
inproceedings,Research on the Application of Fall Detection Technology Based on the Security Field of the Smart Care for the Elderly,2022,,Association for Computing Machinery,"New York, NY, USA",,,https://doi.org/10.1145/3512826.3512832,10.1145/3512826.3512832,"Abstract. The security of the elderly in an aging society has become a social problem attracting much attention, among which the problem of secondary injury caused by the fall has attracted wide concern of researchers. The application of fall detection combined with artificial intelligence technology has become an important application in the security field of smart care for the elderly. After analyzing and judging the human body features, this paper found out that the combination of human skeleton and fall detection technology could be used to identify the fall behavior and link it with the alarm system to solve the security problem of smart care for the elderly. The experimental results showed that the recognition rate of fall detection was increased by 2% after adding optimization of genetic algorithm factors and contrast calculation of prediction frame length in the process of human feature target detection.",,,,5.0,"['Keywords. Smart Care for the Elderly', 'Human Features', 'Genetic Algorithm', 'Fall Detection']","Chen, Zhiwen; Ji, Yong; Ren, Yuanhong",9781450395489.0,Proceedings of the 2022 3rd International Conference on Artificial Intelligence in Electronics Engineering,75–79,"Bangkok, Thailand",AIEE '22,,ACM,,,,,,,,,,,,,,,,,,,,,,,,,
inproceedings,Real-Time Privacy Preserving Human Activity Recognition on Mobile using 1DCNN-BiLSTM Deep Learning,2023,,Association for Computing Machinery,"New York, NY, USA",,,https://doi.org/10.1145/3591156.3591159,10.1145/3591156.3591159,"Human Activity Recognition (HAR) from sensors has real-world applications such as fall detection of elderly or improvement in human-robot interactions, but privacy is of concern in videos of such applications. We investigated the feasibility of developing a real-time HAR mobile application that detects 3 different human poses: standing, sitting and lying, while preserving privacy by a facial detection method that also masks faces in the video. We proposed a hybrid 1-Dimensional Convolutional Neural Network with Bidirectional Long Short-Term Memory (1DCNN-BiLSTM) algorithm to recognise these 3 poses. We trained our proposed 1DCNN-BiLSTM algorithm using RGB videos from 3 public datasets (URFall, NTU RGB+D, Fall Detection) whereby features were extracted using MoveNet. The results yielded 82.1% test accuracy and 0.930 macro average AUC-ROC score on the combined dataset, hence demonstrating feasibility of deploying the proposed algorithm for balanced as well as imbalanced datasets. We then implemented our proposed 1DCNN-BiLSTM algorithm with face detection and masking in a mobile application. The results showed that the mobile application could perform human pose detection inference in real time (3 people at 23.0-25.3 FPS). Hence this study showed promise of a larger scale-study of these HAR systems, such as monitoring potential falls in video surveillance.",,,,9.0,"['Real-Time Mobile Application', 'Human Activity Recognition', 'Deep Learning', 'Computer Vision']","Singh, Ishneet; Kaza, Pradyoth; Hosler, Peter; Chin, Zheng; Ang, Kai",9781450398381.0,"Proceedings of the 2023 5th International Conference on Image, Video and Signal Processing",18–26,"Singapore, Singapore",IVSP '23,,ACM,,,,,,,,,,,,,,,,,,,,,,,,,
inproceedings,TADAR: Thermal Array-based Detection and Ranging for Privacy-Preserving Human Sensing,2024,,Association for Computing Machinery,"New York, NY, USA",,,https://doi.org/10.1145/3641512.3686357,10.1145/3641512.3686357,"Human sensing has gained increasing attention in various applications. Among the available technologies, visual images offer high accuracy, while sensing on the RF spectrum preserves privacy, creating a conflict between imaging resolution and privacy preservation. In this paper, we explore thermal array sensors as an emerging modality that strikes an excellent resolution-privacy balance for ubiquitous sensing. To this end, we present TADAR, the first multi-user Thermal Array-based Detection and Ranging system that estimates the inherently missing range information, extending thermal array outputs from 2D thermal pixels to 3D depths and empowering them as a promising modality for ubiquitous privacy-preserving human sensing. We prototype TADAR using a single commodity thermal array sensor and conduct extensive experiments in different indoor environments. Our results show that TADAR achieves a mean F1 score of 88.8% for multi-user detection and a mean accuracy of 32.0 cm for multi-user ranging, which further improves to 20.1 cm for targets located within 3 m. We conduct two case studies on fall detection and occupancy estimation to showcase the potential applications of TADAR. We hope TADAR will inspire the vast community to explore new directions of thermal array sensing, beyond wireless and acoustic sensing. TADAR is open-sourced on GitHub: https://github.com/aiot-lab/TADAR.",,,,10.0,"['human sensing', 'thermal array', 'detection and ranging']","Zhang, Xie; Wu, Chenshu",9798400705212.0,"Proceedings of the Twenty-Fifth International Symposium on Theory, Algorithmic Foundations, and Protocol Design for Mobile Networks and Mobile Computing",11–20,"Athens, Greece",MobiHoc '24,,ACM,,,,,,,,,,,,,,,,,,,,,,,,,
article,Waffle: A Waterproof mmWave-based Human Sensing System inside Bathrooms with Running Water,2024,December 2023,Association for Computing Machinery,"New York, NY, USA",7.0,4.0,https://doi.org/10.1145/3631458,10.1145/3631458,"The bathroom has consistently ranked among the most perilous rooms in households, with slip and fall incidents during showers posing a critical threat, particularly to the elders. To address this concern while ensuring privacy and accuracy, the mmWave-based sensing system has emerged as a promising solution. Capable of precisely detecting human activities and promptly triggering alarms in response to critical events, it has proved especially valuable within bathroom environments. However, deploying such a system in bathrooms faces a significant challenge: interference from running water. Similar to the human body, water droplets reflect substantial mmWave signals, presenting a major obstacle to accurate sensing. Through rigorous empirical study, we confirm that the interference caused by running water adheres to a Weibull distribution, offering insight into its behavior. Leveraging this understanding, we propose a customized Constant False Alarm Rate (CFAR) detector, specifically tailored to handle the interference from running water. This innovative detector effectively isolates human-generated signals, thus enabling accurate human detection even in the presence of running water interference. Our implementation of ""Waffle"" on a commercial off-the-shelf mmWave radar demonstrates exceptional sensing performance. It achieves median errors of 1.8cm and 6.9cm for human height estimation and tracking, respectively, even in the presence of running water. Furthermore, our fall detection system, built upon this technique, achieves remarkable performance (a recall of 97.2% and an accuracy of 97.8%), surpassing the state-of-the-art method.",Proc. ACM Interact. Mob. Wearable Ubiquitous Technol.,January,201,29.0,"['Bathroom', 'Fall Detection', 'Radar Point cloud', 'Target Detection', 'mmWave Radar Sensing']","Zhang, Xusheng; Zhang, Duo; Xie, Yaxiong; Wu, Dan; Li, Yang; Zhang, Daqing",,,,,,,ACM,,,,,,,,,,,,,,,,,,,,,,,,,
inproceedings,WiFi Sensing with Single-Antenna Devices for Ambient Assisted Living,2023,,Association for Computing Machinery,"New York, NY, USA",,,https://doi.org/10.1145/3615834.3615841,10.1145/3615834.3615841,"The absolute coverage WiFi networks is higher than it has ever been and WiFi sensing offers a device-free, contactless alternative to intrusive wearable devices for a variety of applications, in particular for ambient assisted living (AAL). However, a majority of sensing systems proposed in literature use multiple antennas for sensing, resulting in high cost that hinders development of such solutions in real life. This work surveys existing single-antenna systems as a low-cost solution in an AAL scenario. The capabilities of these systems are examined regarding their practical applicability based on testing in AAL environments, leveraging multiple links (i.e. transmitter-receiver pairs) and considering mobile and repositioned receivers. It is found that while the AAL use-cases of respiration monitoring, fall detection and activity recognition are realised by existing systems, further testing in realistic AAL environments with the inclusion of activities of daily living is needed. Additionally the full use of multiple links and consideration of a mobile receiver is still rare, but shows promising improvements. A multi-task system enabling all three applications is discussed using the Model for Ethical Evaluation of Socio-Technical Arrangements (MEESTAR). We suggest an ethically sensitive use, but identify a need for mitigation strategies to address privacy-related concerns of potentially unwilling users.",,,3,8.0,"['WiFi sensing', 'ambient assisted living', 'social aspects of security and privacy', 'ubiquitous computing']","Schumann, Robert; Li, Frederic; Grzegorzek, Marcin",9798400708169.0,Proceedings of the 8th International Workshop on Sensor-Based Activity Recognition and Artificial Intelligence,,"L\""{u}beck, Germany",iWOAR '23,,ACM,,,,,,,,,,,,,,,,,,,,,,,,,
article,XRF55: A Radio Frequency Dataset for Human Indoor Action Analysis,2024,March 2024,Association for Computing Machinery,"New York, NY, USA",8.0,1.0,https://doi.org/10.1145/3643543,10.1145/3643543,"Radio frequency (RF) devices such as Wi-Fi transceivers, radio frequency identification tags, and millimeter-wave radars have appeared in large numbers in daily lives. The presence and movement of humans can affect the propagation of RF signals, further, this phenomenon is exploited for human action recognition. Compared to camera solutions, RF approaches exhibit greater resilience to occlusions and lighting conditions, while also raising fewer privacy concerns in indoor scenarios. However, current works have many limitations, including the unavailability of datasets, insufficient training samples, and simple or limited action categories for specific applications, which seriously hinder the growth of RF solutions, presenting a significant obstacle in transitioning RF sensing research from the laboratory to a wide range of everyday life applications. To facilitate the transitioning, in this paper, we introduce and release a large-scale multiple radio frequency dataset, named XRF55, for indoor human action analysis. XRF55 encompasses 42.9K RF samples and 55 action classes of human-object interactions, human-human interactions, fitness, body motions, and human-computer interactions, collected from 39 subjects within 100 days. These actions were meticulously selected from 19 RF sensing papers and 16 video action recognition datasets. Each action is chosen to support various applications with high practical value, such as elderly fall detection, fatigue monitoring, domestic violence detection, etc. Moreover, XRF55 contains 23 RFID tags at 922.38MHz, 9 Wi-Fi links at 5.64GHz, one mmWave radar at 60-64GHz, and one Azure Kinect with RGB+D+IR sensors, covering frequency across decimeter wave, centimeter wave, and millimeter wave. In addition, we apply a mutual learning strategy over XRF55 for the task of action recognition. Unlike simple modality fusion, under mutual learning, three RF modalities are trained collaboratively and then work solely. We find these three RF modalities will promote each other. It is worth mentioning that, with synchronized Kinect, XRF55 also supports the exploration of action detection, action segmentation, pose estimation, human parsing, mesh reconstruction, etc., with RF-only or RF-Vision approaches.",Proc. ACM Interact. Mob. Wearable Ubiquitous Technol.,March,21,34.0,"['RFID', 'Wi-Fi', 'dataset', 'human action recognition', 'millimeter-wave radar', 'mutual learning']","Wang, Fei; Lv, Yizhe; Zhu, Mengdie; Ding, Han; Han, Jinsong",,,,,,,ACM,,,,,,,,,,,,,,,,,,,,,,,,,
article,WiLife: Long-Term Daily Status Monitoring and Habit Mining of the Elderly Leveraging Ubiquitous Wi-Fi Signals,2025,January 2025,Association for Computing Machinery,"New York, NY, USA",6.0,1.0,https://doi.org/10.1145/3689373,10.1145/3689373,"The global aging demographic underscores the imperative for continuous in-home monitoring of the empty-nest elderly, ensuring their safety and well-being. The widespread deployment of Wi-Fi infrastructure has paved the way to monitor the elderly in a non-intrusive and privacy-preserving manner. Numerous studies have explored the potential of utilizing Wi-Fi signals to address urgent life safety concerns such as fall detection and vital sign monitoring. However, apart from these acute safety issues, the early detection of potential disease symptoms and managing the progression of chronic diseases are also crucial for elderly care, which calls for long-term and continuous monitoring of the elderly’s daily routines. Unfortunately, challenges like continuous activity segmentation and location/orientation dependencies have hindered the implementation of a long-term, around-the-clock activity monitoring system for the elderly. This work introduces “WiLife,” a cutting-edge Wi-Fi-based framework for continuous monitoring of the elderly’s spatio-temporal daily status information. Specifically, WiLife adopts a strategy of partitioning living spaces into functional areas and categorizing daily activities into atomic states. By encapsulating daily life status into a unique series of triple unit format: (leftlangletextit{Time, Area, State}rightrangle) , WiLife is able to offer valuable insights into when, where, and how activities occur. Field implementations spanning 1,080 hours (45 days (times) 24 hours) in real-world home environments highlight WiLife’s exceptional capability in understanding individual living habits and timely detection of irregularities.",ACM Trans. Comput. Healthcare,January,10,29.0,"['Wi-Fi', 'Wireless sensing', 'health monitoring', 'elderly care']","Li, Shengjie; Liu, Zhaopeng; Lv, Qin; Zou, Yanyan; Zhang, Yue; Zhang, Daqing",,,,,,,ACM,,,,,,,,,,,,,,,,,,,,,,,,,
inproceedings,"Exploiting pervasive leaked EM signals for communication, charging and sensing",2024,,Association for Computing Machinery,"New York, NY, USA",,,https://doi.org/10.1145/3643832.3661390,10.1145/3643832.3661390,"Since the first successful wireless transmission across the Bristol Channel in 1897, wireless technologies have revolutionized the way we live, work and interact with the world. Besides the traditional communication function (e.g., Wi-Fi), wireless signals are further utilized for other functions such as localization, sensing and even charging. While promising in many aspects, one critical issue associated with these new functions is that they require dedicated signal transmissions, which interfere the original communication function. Take popular Wi-Fi sensing as the example. 200-1000 dedicated Wi-Fi packets per second need to be transmitted to enable Wi-Fi sensing which significantly decrease the throughput of ongoing Wi-Fi communication.Thus, I ask this question: ""can we utilize ambient, non-dedicated wireless signals to realize the aforementioned functions?"" For my Ph.D thesis, I harness the pervasive ambient leakage signals traditionally considered detrimental to enhance the performance of wireless communication and enable new functions such as sensing and charging. My thesis is inspired by the key observation that there exist a large amount of leakage RF signals in our surroundings. For example, the powerlines continuously emit out 50/60 Hz electromagnetic (EM) signals due to the alternating current flowing inside. The operation of electric vehicles leaks RF signals in th frequency range of hundreds of hertz. One of the key wireless technologies in the next generation 6G networks, i.e., visible light communication (VLC) which relies on quickly turning ON/OFF the LED light also emit out RF leakages due to the quick ON/OFF state change. In my thesis, through novel designs across both hardware and software, I turn these ambient leakages from foes to friends.Enhancing the security and throughput of wireless communication. Visible Light Communication is considered a key component of the 6G networks owing to its potential high data rates, pervasiveness of commodity LEDs, and minimal interference on existing RF communication. For the first time, we showed that during the transmission of VLC, the transmitter not only emits out visible light signals but also leaks out RF signals [1]. The underlying principle behind this leaked signal is the intensity modulation scheme commonly adopted in VLC systems. As illustrated in Figure 1, in VLC, data bits '0' and '1' are represented by switching 'OFF' and 'ON' the LED, which leads to quick alterations of the current flow. These changing electric currents induce EM signal leakages. We developed a theoretical model to quantify the relationship between the amplitude of these leaked RF signals and the ON/OFF frequency. We show that while LED light signals can be easily constrained within an area of interest (e.g., a room with walls), the leakage RF signal can penetrate through walls. What's more interesting is that the leakage RF signal contains a copy of the data transmitted in the light signals and this finding renders VLC-the generally believed most secure wireless technology-not secure any more as illustrated in Figure 2. Building upon this finding, we further demonstrate a novel utilization of these leaked signals for carrying extra data [2] to double the data rate of existing VLC systems. In this design, data is transmitted through the leaked RF signal without a dedicated active RF front-end, reducing both power and hardware costs. We show through experiment that the free leaked RF signals can be leveraged to transmit extra data at a data rate even higher than the primary VLC channel.Harvesting the leaked energy for far-field charging. Following the successful utilization of VLC leakage signals for communication, we further view the leaked signals as a form of wasted energy and devote our effort to harvesting it [3]. The key observation enabling us to achieve this objective is that the surrounding objects can help significantly boost the amount of energy harvested. What is more exciting is that not just the ordinary objects such as walls and furniture can help enhance energy harvesting, the human body can also increase the amount of harvested energy. When the receiver antenna is in contact with a human body, the amount of harvested energy is increased by more than ten times. Based on this key observation, we propose our system, Bracelet+, which involves human body into the ecosystem of energy harvesting for the first time as depicted in Figure 3. We design the coil antenna as a bracelet so a person can wear it comfortably. The harvested power can reach up to micro-watts, holding promise for powering low-power body sensors and enabling body sensor network. Note that this far-field (i.e., a separation of a few meters between the target and the power source) wireless charging modality is very different from existing near-field wireless charging with the target and power source separated by just a few centimeters.Enabling a novel sensing modality. After we successfully utilized leaked signals for communication and charging, we move forward to utilize the leaked signals (i.e., the powerline leakage) for sensing purposes [4]. This electromagnetic leakage, stemming from alternating current in powerlines, is governed by Maxwell's Equations. However, the ultra-low frequency (60 Hz) of the leakage renders existing wireless sensing models inapplicable. Specifically, current wireless sensing modalities rely on the fact that signal propagation is affected by human's motions and thus by analyzing the induced signal variation, the information of the human motion can be inferred. However, for leaked signal which is extremely low-frequency, the propagation of the signal is not affected by human motions. Owing to the antenna's unique property (i.e., coil shape) for low frequency signals, we design the antenna as a ring and combine the human target and ring antenna together as a ""human antenna"" as shown in 4(a) to sense the human target's gesture. Although the human target's gesture does not affect the signal propagation, it affects the antenna and accordingly affects the received signal. We can thus utilize the signal variation for sensing. One unique advantage of this sensing modality is that although the ring is only in contact with the target's finger, it can sense the motion of the whole body. This new sensing modality is demonstrated to be able to support a large range of sensing applications such as gesture recognition, sleep posture sensing, and fall detection.Besides powerline leakage, we also leverage the EM leakage from electric vehicles (EVs) to enable in-vehicle sensing [5]. We observe that numerous components within the EVs including battery, powerline, and power inverter, emit EM signals during their operation. We thus use the leakage to sense the body motions of the driver/passenger without any dedicated signal transmitters. To address the unique challenge in car environment, i.e., the interfering car motions, we adopt a reference tag design, making the proposed sensing modality practical in real-world settings. Extensive experiments with a driving distance of 4000 kilometers under diverse real-world road conditions show that the proposed sensing system can achieve an accuracy over 90% in recognizing body motions solely utilizing ambient leakage signals.To summarize, we innovatively utilize pervasive leakage signals for wireless communication, far-field charging, and wireless sensing, achieving the following contributions:• We explored different types of leakage signals in our surroundings and demonstrated the application of the ""bad"" leakage signals in communication, charging and sensing.• Through deeply understanding the signal characteristics, we propose models to lay the theoretical foundation for utilizing the leakage signals for communication, charging and sensing.",,,,2.0,"['leaked signal', 'wireless communication', 'wireless sensing', 'far-field charging']","Cui, Minhao",9798400705816.0,"Proceedings of the 22nd Annual International Conference on Mobile Systems, Applications and Services",760–761,"Minato-ku, Tokyo, Japan",MOBISYS '24,,ACM,,,,,,,,,,,,,,,,,,,,,,,,,
